Date,SPY
2012-07-18,108.6409912109375
2012-07-19,108.92570495605467
2012-07-20,107.92919921875
2012-07-23,106.83781433105467
2012-07-24,105.92041778564452
2012-07-25,105.94416046142578
2012-07-26,107.69196319580078
2012-07-27,109.6770248413086
2012-07-30,109.6770248413086
2012-07-31,108.90989685058594
2012-08-01,108.81499481201172
2012-08-02,108.06370544433594
2012-08-03,110.20697021484376
2012-08-06,110.42044067382812
2012-08-07,110.97406005859376
2012-08-08,111.10852813720705
2012-08-09,111.20343017578124
2012-08-10,111.38531494140624
2012-08-13,111.32996368408205
2012-08-14,111.34577178955078
2012-08-15,111.47230529785156
2012-08-16,112.2947998046875
2012-08-17,112.445068359375
2012-08-20,112.45294189453124
2012-08-21,112.1129150390625
2012-08-22,112.16033935546876
2012-08-23,111.24295043945312
2012-08-24,111.91516876220705
2012-08-27,111.93887329101562
2012-08-28,111.82819366455078
2012-08-29,111.91516876220705
2012-08-30,111.10852813720705
2012-08-31,111.63835144042967
2012-09-04,111.5355453491211
2012-09-05,111.44066619873048
2012-09-06,113.70252990722656
2012-09-07,114.14543151855467
2012-09-10,113.4968719482422
2012-09-11,113.81331634521484
2012-09-12,114.1928939819336
2012-09-13,115.93275451660156
2012-09-14,116.44686889648438
2012-09-17,116.05142211914062
2012-09-18,115.95646667480467
2012-09-19,116.01976776123048
2012-09-20,116.02767944335938
2012-09-21,115.97917938232422
2012-09-24,115.80426025390624
2012-09-25,114.5718765258789
2012-09-26,113.92782592773438
2012-09-27,115.00122833251952
2012-09-28,114.46849822998048
2012-10-01,114.77063751220705
2012-10-02,114.88990020751952
2012-10-03,115.35899353027344
2012-10-04,116.18587493896484
2012-10-05,116.19384765625
2012-10-08,115.79627227783205
2012-10-09,114.65138244628906
2012-10-10,113.9198760986328
2012-10-11,113.9835205078125
2012-10-12,113.60983276367188
2012-10-15,114.55597686767578
2012-10-16,115.71676635742188
2012-10-17,116.24154663085938
2012-10-18,115.93942260742188
2012-10-19,114.0073471069336
2012-10-22,114.0232391357422
2012-10-23,112.44107055664062
2012-10-24,112.12300872802734
2012-10-25,112.44895935058594
2012-10-26,112.38541412353516
2012-10-31,112.38541412353516
2012-11-01,113.5621109008789
2012-11-02,112.55237579345705
2012-11-05,112.78295135498048
2012-11-06,113.66546630859376
2012-11-07,111.08942413330078
2012-11-08,109.75365447998048
2012-11-09,109.8490753173828
2012-11-12,109.93653106689452
2012-11-13,109.55490112304688
2012-11-14,108.07599639892578
2012-11-15,107.89317321777344
2012-11-16,108.42583465576172
2012-11-19,110.62030792236328
2012-11-20,110.66800689697266
2012-11-21,110.87467193603516
2012-11-23,112.38541412353516
2012-11-26,112.14689636230467
2012-11-27,111.57438659667967
2012-11-28,112.47282409667967
2012-11-29,112.99762725830078
2012-11-30,113.02142333984376
2012-12-03,112.4648895263672
2012-12-04,112.30590057373048
2012-12-05,112.50465393066406
2012-12-06,112.8862533569336
2012-12-07,113.22821044921876
2012-12-10,113.27582550048828
2012-12-11,114.04713439941406
2012-12-12,114.10277557373048
2012-12-13,113.403076171875
2012-12-14,112.98171997070312
2012-12-17,114.30951690673828
2012-12-18,115.58162689208984
2012-12-19,114.72290802001952
2012-12-20,115.3828582763672
2012-12-21,114.33550262451172
2012-12-24,113.98316955566406
2012-12-26,113.50274658203124
2012-12-27,113.35062408447266
2012-12-28,112.12550354003906
2012-12-31,114.03125
2013-01-02,116.953857421875
2013-01-03,116.68964385986328
2013-01-04,117.20213317871094
2013-01-07,116.88178253173828
2013-01-08,116.54547119140624
2013-01-09,116.8417510986328
2013-01-10,117.77057647705078
2013-01-11,117.7626495361328
2013-01-14,117.6825714111328
2013-01-15,117.7626495361328
2013-01-16,117.74659729003906
2013-01-17,118.50725555419922
2013-01-18,118.77155303955078
2013-01-22,119.4120864868164
2013-01-23,119.60427856445312
2013-01-24,119.63630676269533
2013-01-25,120.30890655517578
2013-01-28,120.164794921875
2013-01-29,120.63717651367188
2013-01-30,120.164794921875
2013-01-31,119.86852264404295
2013-02-01,121.10165405273438
2013-02-04,119.74038696289062
2013-02-05,120.94947052001952
2013-02-06,121.03758239746094
2013-02-07,120.8774871826172
2013-02-08,121.55006408691406
2013-02-11,121.52600860595705
2013-02-12,121.72618865966795
2013-02-13,121.8302764892578
2013-02-14,121.9424057006836
2013-02-15,121.79824829101562
2013-02-19,122.71112823486328
2013-02-20,121.18167877197266
2013-02-21,120.44506072998048
2013-02-22,121.62208557128906
2013-02-25,119.30802154541016
2013-02-26,120.1247787475586
2013-02-27,121.63807678222656
2013-02-28,121.39793395996094
2013-03-01,121.79824829101562
2013-03-04,122.4468765258789
2013-03-05,123.54383850097656
2013-03-06,123.71202087402344
2013-03-07,123.93616485595705
2013-03-08,124.46463775634766
2013-03-11,124.9371109008789
2013-03-12,124.65684509277344
2013-03-13,124.83301544189452
2013-03-14,125.49761962890624
2013-03-15,125.33194732666016
2013-03-18,124.6402587890625
2013-03-19,124.3506851196289
2013-03-20,125.21929931640624
2013-03-21,124.1496353149414
2013-03-22,125.14698028564452
2013-03-25,124.6241455078125
2013-03-26,125.62152099609376
2013-03-27,125.62152099609376
2013-03-28,126.007568359375
2013-04-01,125.50886535644533
2013-04-02,126.128173828125
2013-04-03,124.84937286376952
2013-04-04,125.35607147216795
2013-04-05,124.79309844970705
2013-04-08,125.6375503540039
2013-04-09,126.0718765258789
2013-04-10,127.6160888671875
2013-04-11,128.03433227539062
2013-04-12,127.72067260742188
2013-04-15,124.7609634399414
2013-04-16,126.6026840209961
2013-04-17,124.7528076171875
2013-04-18,123.97265625
2013-04-19,125.05045318603516
2013-04-22,125.60539245605467
2013-04-23,126.90032196044922
2013-04-24,126.98069763183594
2013-04-25,127.49545288085938
2013-04-26,127.27025604248048
2013-04-29,128.122802734375
2013-04-30,128.4284210205078
2013-05-01,127.30240631103516
2013-05-02,128.48472595214844
2013-05-03,129.78765869140625
2013-05-06,130.11741638183594
2013-05-07,130.77691650390625
2013-05-08,131.37216186523438
2013-05-09,131.00218200683594
2013-05-10,131.4284210205078
2013-05-13,131.53298950195312
2013-05-14,132.89222717285156
2013-05-15,133.60801696777344
2013-05-16,132.980712890625
2013-05-17,134.26756286621094
2013-05-20,134.25950622558594
2013-05-21,134.4525146484375
2013-05-22,133.45516967773438
2013-05-23,133.0691680908203
2013-05-24,132.95655822753906
2013-05-28,133.75283813476562
2013-05-29,132.8842315673828
2013-05-30,133.3748016357422
2013-05-31,131.46060180664062
2013-06-03,132.18446350097656
2013-06-04,131.5489959716797
2013-06-05,129.7072296142578
2013-06-06,130.8815155029297
2013-06-07,132.54638671875
2013-06-10,132.54638671875
2013-06-11,131.17909240722656
