Date,ret_1d,ret_5d,ret_10d,ret_20d,ret_60d,ret_120d,mom_accel,vol_20d,vol_60d,parkinson_vol,vol_ratio,volume_ratio,volume_change,volume_mom,price_volume_div,rsi,ma5_bias,ma20_bias,ma_alignment,macd,macd_signal,macd_hist,bb_position,atr,amihud,hl_spread,roll_spread,52w_position,from_52w_high,overnight_ret,intraday_ret,gap
2010-01-04,,,,,,,,,,,,,,,,,,,-1,0.0,0.0,0.0,,,,0.01658869869446,,,,,0.0085431971256391,
2010-01-05,0.0026471418669073,,,,,,,,,,,,,,,,,,-1,0.0180082402677612,0.0036016480535522,0.014406592214209,,,,0.0073044253376474,,,,-0.0006176170499252,0.0032667765337182,-0.0006176170499252
2010-01-06,0.0007040943384695,,,,,,,,,,,,,,,,,,-1,0.0367146008815808,0.0102242386191579,0.0264903622624228,,,,0.0049247872931362,-0.0,,,-0.0009680208895703,0.0016737354389082,-0.0009680208895703
2010-01-07,0.0042211478069575,,,,,,,,,,,,,,,,,,-1,0.0797645137801197,0.0241322936513503,0.0556322201287694,,,,0.0100709475548789,-0.0,,,-0.0018469407199179,0.0060793166643722,-0.0018469407199179
2010-01-08,0.0033280245827382,,,,,,,,,,,,,,,,0.0060061493046292,,-1,0.1353961007742725,0.0463850550759347,0.0890110456983377,,,,0.0083791488786747,-0.0,,,-0.0026269668174973,0.0059706761684079,-0.0026269668174973
2010-01-11,0.0013964578289646,0.0123534181759492,,,,,,,,,,,-0.1056702027666661,,,,0.0049402268413113,,-1,0.1870430343924454,0.0745166509392369,0.1125263834532085,,,,0.0077573377809427,-0.0,,,0.0044513451468011,-0.0030413492227339,0.0044513451468011
2010-01-12,-0.0093265177297687,0.0002638457684518,,,,,,,,,,,0.4638254739428875,,,,-0.0044846518654073,,-1,0.1611444563565101,0.0918422120226915,0.0693022443338185,,,,0.0087101692052783,-0.0,,,-0.0066245438517782,-0.0027199925881674,-0.0066245438517782
2010-01-13,0.00844618975007,0.008002535131798,,,,,,,,,,,0.3941230796799293,,,,0.0023259214885926,,-1,0.1966430255445601,0.1128023747270652,0.0838406508174948,,,,0.0136974320118923,-0.0,,,0.0025513653018442,0.0058798228721688,0.0025513653018442
2010-01-14,0.002704922252614,0.0064806002413133,,,,,,,,,,,-0.117264253637356,,,,0.003738035992317,,-1,0.2408251155016074,0.1384069228819737,0.1024181926196337,,,,0.0062646934550708,-0.0,,,-0.0011338719058276,0.0038431518002979,-0.0011338719058276
2010-01-15,-0.0112241823823775,-0.0081173314841328,,,,,,,,,,,0.6794177027724069,,,,-0.0059132777795762,,-1,0.195261260163079,0.1497777903381947,0.0454834698248842,,,,0.0144315328973666,-0.0,,,-0.0017401136587992,-0.0095006008488822,-0.0017401136587992
2010-01-19,0.012495479909385,0.0028762440902316,0.0152651937122039,,,,,,,,,,0.30831289476826,,-0.15479801218365,,0.0059275585467799,,-1,0.2425759135113452,0.1683374149728248,0.0742384985385203,,,,0.0133843294646613,-0.0,,,-0.0001760677109107,0.012673779063564,-0.0001760677109107
2010-01-20,-0.0101686184048318,0.0020237707200776,0.0022881504518703,,,,,,,,,,0.3254488515828044,,-0.9379376429033844,,-0.004701643143772,,-1,0.2066493245554852,0.1759997968893569,0.0306495276661282,,,,0.012907134947638,-0.0,,,-0.0067790878337037,-0.0034126653291414,-0.0067790878337037
2010-01-21,-0.019228966498468,-0.0254751327427835,-0.0176764632557469,,,,,,,,,,1.1311045469713634,,-1.988698497399365,,-0.0188327418813815,,-1,0.0446876147549346,0.1497373604624725,-0.1050497457075378,,,,0.0242614069696741,-0.0,,,0.000263539778077,-0.0194873705792272,0.000263539778077
2010-01-22,-0.0222917393387698,-0.0497692872628308,-0.0436112218765629,,,,,,,,,,1.9895090512518276,,-1.6825577254912247,33.252194699748586,-0.0309670373853435,,-1,-0.2321820828720149,0.073353471795575,-0.3055355546675899,,1.116905366527478,,0.0242651913569669,-0.0,,,-0.0044761788002083,-0.017895664733658,-0.0044761788002083
2010-01-25,0.0051273914798535,-0.0340551411352291,-0.0418960357500284,,,,,,,,,,-0.1193952792285396,,-0.5207991929585714,36.15859297575882,-0.0192628829921507,,-1,-0.41284376737363,-0.0238859760382659,-0.388957791335364,,1.0803545735880118,,0.0091099574617975,-0.0,,,0.0091563476582297,-0.003992400372574,0.0091563476582297
2010-01-26,-0.0041903302359292,-0.0499738023496992,-0.0472412951131422,,,,,,,,,,0.5173148182078813,,-1.0323638371974715,33.410167136884354,-0.0132338483514357,,-1,-0.5772939808665853,-0.1345675770039298,-0.4427264038626555,,1.1126038924776458,,0.0130820632797951,-0.0,,,-0.0039170425662543,-0.0002743623587124,-0.0039170425662543
2010-01-27,0.0047571584159351,-0.0356482522977714,-0.0336966254669159,,,,,,,,,,0.2557778596906466,,-0.6981659474369957,35.58695164189177,-0.0012185072362489,,-1,-0.6683433653650752,-0.2413227346761589,-0.4270206306889162,,1.176565325465603,,0.0159337154768687,-0.0,,,-0.0012807491960959,0.0060456505741439,-0.0012807491960959
2010-01-28,-0.0114724061284389,-0.0280215460702329,-0.0527828262072194,,,,,,,,,,-0.0833834986759829,,-1.006188420007815,30.266901532800578,-0.007024136675533,,-1,-0.8076972440716617,-0.3545976365552595,-0.4530996075164021,,1.240526347314053,,0.02155288150012,-0.0,,,0.0032776852563398,-0.0147019031735067,0.0032776852563398
2010-01-29,-0.0108688272646884,-0.0166655773586335,-0.0656054307145015,,,,,,,,,,-0.101938357368163,,-1.7503688399444624,26.130180019846406,-0.0145357987027456,,-1,-0.9785071004865388,-0.4793795293415153,-0.4991275711450233,,1.327599807022074,,0.0240246004815918,-0.0,,,0.0043287512210508,-0.0151320754954611,0.0043287512210508
2010-02-01,0.015550725637903,-0.0064682398239224,-0.0403031041390513,,,,,,,0.0036062882616154,,0.9647194796897832,0.0049615513206284,1.3327615145815963,0.0747230095741928,32.86996507431434,0.0020947115799183,-0.0283324213587513,-1,-1.0009362071483991,-0.5836908649028921,-0.417245342245507,0.1904630144425029,1.3700612205044618,,0.0143957429852382,-0.0,,,0.0070769758484381,0.0084142026803124,0.0070769758484381
2010-02-02,0.0121036792046234,0.0097884971523647,-0.0406744736193274,-0.0260301836260645,,,,0.0105848816160961,,0.0035904300209617,,1.0837825173607032,0.0244311659676996,1.3054193709932336,-0.5950590619760956,40.238144093471256,0.0122333918626193,-0.0152775971953447,-1,-0.9278644707910644,-0.6525255860805266,-0.2753388847105378,0.3345166661165199,1.3808091491828398,4.859481126328734e-13,0.0154919290362611,-0.0,,,0.0018341448052503,0.0102507330705616,0.0018341448052503
